SITE_NO,SITE_NAME,SITE_NOM_FR,SITE_TYPE,SITE_DESC,SITE_DESC_FR,LATITUDE,LONGITUDE,DATUM,PROV_TERR,PROV_TERR_FR,PEARSEDA,PEARSEDA_FR,OCEANDA,OCEANDA_FR,DATA_URL,DATA_URL_FR,OPEN_DATA_URL
"NB01BK0100","NEPISIGUIT RIVER UPSTREAM OF BRIDGE, ROUTE 360","RIVIÈRE NEPISIGUIT EN AMONT DU PONT, ROUTE 360","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","NEPISIGUIT RIVER (CANADIAN AQUATIC BIOMONITORING NETWORK (CABIN) TEST SITE 00BR01BK0042) UPSTREAM OF BRIDGE, ROUTE 360","RIVIÈRE NEPISIGUIT (SITE D'ESSAI DU  RÉSEAU CANADIEN DE BIOSURVEILLANCE AQUATIQUE (RCBA) 00BR01BK0042) EN AMONT DU PONT, ROUTE 360","47.441","-65.706","WGS84","N.B.","N.-B.","MARITIME COASTAL","CÔTE DES PROVINCES MARITIMES","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","HTTPS://WWW.ELGEGL.GNB.CA/WATERNB-NBEAU/EN/SAMPLINGLOCATION/DETAILS/582","HTTPS://WWW.ELGEGL.GNB.CA/WATERNB-NBEAU/FR/LIEUÉCHANTILLONNAGE/MONTRER/582","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/MARITIME-COASTAL-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-MARITIME-2000-PRESENT.CSV"
"NB01BR0006","PORTAGE RIVER AT HIGHWAY 117, LOWER SAPIN","RIVIÈRE PORTAGE À L'AUTOROUTE 117, LOWER SAPIN","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","FOLLOW PARK BOUNDARY TO GET TO THE SITE.","SUIVRE LES LIMITES DU PARC POUR ACCÉDER AU SITE.","46.9275","-64.9106","NAD83","N.B.","N.-B.","MARITIME COASTAL","CÔTE DES PROVINCES MARITIMES","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/MARITIME-COASTAL-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-MARITIME-2000-PRESENT.CSV"
"NB01BR0008","BLACK RIVER AT HIGHWAY 117 COVERED BRIDGE, CLAIRE FONTAINE","RIVIÈRE BLACK AU PONT COUVERT DE L'AUTOROUTE 117, CLAIRE FONTAINE","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","WE CAN GET TO THE SITE BY A TRAIL.","ON ACCÈDE AU SITE EN SUIVANT UN SENTIER.","46.8381","-64.9917","NAD83","N.B.","N.-B.","MARITIME COASTAL","CÔTE DES PROVINCES MARITIMES","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/MARITIME-COASTAL-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-MARITIME-2000-PRESENT.CSV"
"NB01BR0087","RANKIN BROOK, NORTH BRANCH","RUISSEAU RANKIN, EMBRANCHEMENT NORD","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","WE HAVE TO WALK ALONG A TRAIL TO GET TO THE SITE.","IL FAUT MARCHER LE LONG D'UN SENTIER POUR ACCÉDER AU SITE.","46.8114","-65.075","NAD83","N.B.","N.-B.","MARITIME COASTAL","CÔTE DES PROVINCES MARITIMES","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/MARITIME-COASTAL-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-MARITIME-2000-PRESENT.CSV"
"NB01BR0112","TWEEDIE BROOK NEAR HIGHWAY BRIDGE AT TWEEDIE BROOK","RUISSEAU TWEEDIE PRÈS DU PONT DE L'AUTOROUTE AU RUISSEAU TWEEDIE","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","WE CAN GET THERE BY THE MAIN ROAD VERY CLOSE TO THE BRIDGE.","ON ACCÈDE À LA STATION EN SUIVANT LE CHEMIN PRINCIPAL SITUÉ TOUT PRÈS DU PONT.","46.7822","-65.1347","NAD83","N.B.","N.-B.","MARITIME COASTAL","CÔTE DES PROVINCES MARITIMES","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/MARITIME-COASTAL-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-MARITIME-2000-PRESENT.CSV"
"NB01BR0114","KOUCHIBOUGUACIS RIVER ABOVE RUISSEAU À LA TRUITE - ALSO KNOWN AS ST. IGNACE","RIVIÈRE KOUCHIBOUGUACIS AU DESSUS DU RUISSEAU À LA TRUITE - ALIAS RIVIÈRE SAINT-IGNACE","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","NEAR A BRIDGE UPSTREAM OF RUISSEAU À LA TRUITE","PRÈS D'UN PONT EN AMONT DU RUISSEAU À LA TRUITE","46.6999","-65.0847","NAD83","N.B.","N.-B.","MARITIME COASTAL","CÔTE DES PROVINCES MARITIMES","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/MARITIME-COASTAL-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-MARITIME-2000-PRESENT.CSV"
"NB01BS0157","RICHIBUCTO RIVER ABOVE SMITHS CORNER BRIDGE, ROUTE 116","RIVIÈRE RICHIBUCTO EN AMONT DU PONT SMITHS CORNER, ROUTE 116","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","RICHIBUCTO RIVER (CANADIAN AQUATIC BIOMONITORING NETWORK (CABIN) TEST SITE 00BR01BS0085) ABOVE SMITHS CORNER BRIDGE, ROUTE 116","RIVIÈRE RICHIBUCTO (SITE D'ESSAI DU RÉSEAU CANADIEN DE BIOSURVEILLANCE AQUATIQUE (RCBA) 00BR01BS0085) EN AMONT DU PONT SMITHS CORNER, ROUTE 116","46.51","-65.163","WGS84","N.B.","N.-B.","MARITIME COASTAL","CÔTE DES PROVINCES MARITIMES","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","HTTPS://WWW.ELGEGL.GNB.CA/WATERNB-NBEAU/EN/SAMPLINGLOCATION/DETAILS/411","HTTPS://WWW.ELGEGL.GNB.CA/WATERNB-NBEAU/FR/LIEUÉCHANTILLONNAGE/MONTRER/411","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/MARITIME-COASTAL-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-MARITIME-2000-PRESENT.CSV"
"NB01BV0167","BENNET LAKE","LAC BENNET","LAKE/LAC","FUNDY NATIONAL PARK","PARC NATIONAL FUNDY","45.6272","-65.078","NAD83","N.B.","N.-B.","MARITIME COASTAL","CÔTE DES PROVINCES MARITIMES","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/MARITIME-COASTAL-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-MARITIME-2000-PRESENT.CSV"
"NB01BV0168","WOLFE LAKE","LAC WOLFE","LAKE/LAC","FUNDY NATIONAL PARK","PARC NATIONAL FUNDY","45.6581","-65.1397","NAD83","N.B.","N.-B.","MARITIME COASTAL","CÔTE DES PROVINCES MARITIMES","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/MARITIME-COASTAL-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-MARITIME-2000-PRESENT.CSV"
"NF02XA0001","LITTLE MECATINA RIVER ABOVE LAKE FOURMONT","RIVIÈRE DU PETIT-MECATINA AU-DESSUS DU LAC FOURMONT","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","","","52.2283","-61.3225","NAD83","N.L.","T.-N.-L.","NORTH SHORE - GASPÉ","CÔTE NORD - GASPÉ","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/NORTH-SHORE-GASP-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-GASPE-2000-PRESENT.CSV"
"NF02XB0018","TRIBUTARY TO ST. AUGUSTINE RIVER","TRIBUTAIRE DE LA RIVIÈRE ST. AUGUSTINE","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","TRIBUTARY TO ST. AUGUSTINE RIVER, UPSTREAM OF CROSSING AT ROUTE 510, TRANS-LABRADOR HIGHWAY, 133 KM FROM CHURCHILL RIVER BRIDGE","TRIBUTAIRE DE LA RIVIÈRE ST. AUGUSTINE, EN AMONT DE LA TRAVERSE DE LA ROUTE 510, ROUTE TRANS-LABRADOR, À 133 KM DU PONT DE LA RIVIÈRE CHURCHILL","52.5518","-59.3275","WGS84","N.L.","T.-N.-L.","NORTH SHORE - GASPÉ","CÔTE NORD - GASPÉ","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/NORTH-SHORE-GASP-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-GASPE-2000-PRESENT.CSV"
"NF02YE0004","PORTLAND CREEK AT ROUTE 430","PORTLAND CREEK, AU PONT DE LA ROUTE 430","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","","","50.1817","-57.6036","NAD83","N.L.","T.-N.-L.","NEWFOUNDLAND - LABRADOR","TERRE-NEUVE - LABRADOR","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/NEWFOUNDLAND-AND-LABRADOR-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-NEWFOUNDLAND-TERRENEUVE-LABRADOR-2000-PRESENT.CSV"
"NF02YE0005","WESTERN BROOK AT ROUTE 430","WESTERN BROOK, AU PONT DE LA ROUTE 430","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","WESTERN BROOK AT BRIDGE, ROUTE 430, GROS MORNE NATIONAL PARK","WESTERN BROOK, AU PONT DE LA ROUTE 430, PARC NATIONAL DU GROS MORNE","49.8303","-57.8564","NAD83","N.L.","T.-N.-L.","NEWFOUNDLAND - LABRADOR","TERRE-NEUVE - LABRADOR","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/NEWFOUNDLAND-AND-LABRADOR-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-NEWFOUNDLAND-TERRENEUVE-LABRADOR-2000-PRESENT.CSV"
"NF02YG0001","MAIN RIVER AT ROUTE 420","RIVIÈRE MAIN, AU NIVEAU DU PONT DE LA ROUTE 420","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","MAIN RIVER AT BRIDGE, ROUTE 420, NORTH SHORE OF RIVER","RIVIÈRE MAIN, ROUTE 420, RIVE NORD DE LA RIVIÈRE","49.7694","-56.9042","NAD83","N.L.","T.-N.-L.","NEWFOUNDLAND - LABRADOR","TERRE-NEUVE - LABRADOR","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/NEWFOUNDLAND-AND-LABRADOR-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-NEWFOUNDLAND-TERRENEUVE-LABRADOR-2000-PRESENT.CSV"
"NF02YG0020","EAGLE MOUNTAIN BROOK BELOW EAGLE MOUNTAIN POND","EAGLE MOUNTAIN ROCK","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","","","49.8315","-57.2868","NAD83","N.L.","T.-N.-L.","NEWFOUNDLAND - LABRADOR","TERRE-NEUVE - LABRADOR","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/NEWFOUNDLAND-AND-LABRADOR-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-NEWFOUNDLAND-TERRENEUVE-LABRADOR-2000-PRESENT.CSV"
"NF02YH0013","UNNAMED LAKE 3.5 KM SOUTH-SOUTH-EAST OF TEN MILE POND","LAC SANS NOM, À 3,5 KM AU SUD-SUD-EST DE L'ÉTANG TEN MILE","LAKE/LAC","","","49.5967","-57.7333","NAD83","N.L.","T.-N.-L.","NEWFOUNDLAND - LABRADOR","TERRE-NEUVE - LABRADOR","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/NEWFOUNDLAND-AND-LABRADOR-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-NEWFOUNDLAND-TERRENEUVE-LABRADOR-2000-PRESENT.CSV"
"NF02YH0014","UNNAMED LAKE 3.8 KM NORTH-NORTH-EAST OF BADWEATHER POND","LAC SANS NOM, À 3,8 KM AU NORD-EST DE L'ÉTANG BAD WEATHER","LAKE/LAC","","","49.4372","-57.5317","NAD83","N.L.","T.-N.-L.","NEWFOUNDLAND - LABRADOR","TERRE-NEUVE - LABRADOR","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/NEWFOUNDLAND-AND-LABRADOR-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-NEWFOUNDLAND-TERRENEUVE-LABRADOR-2000-PRESENT.CSV"
"NF02YH0015","UNNAMED POND, 6 KM NORTH-EAST OF BAD WEATHER POND","ÉTANG SANS NOM, À 6 KM AU NORD-EST DE L'ÉTANG BAD WEATHER","POND/ÉTANG","UNNAMED POND, 6 KM NORTH-EAST OF BAD WEATHER POND, GROS MORNE NATIONAL PARK","ÉTANG SANS NOM, À 6 KM AU NORD-EST DE L'ÉTANG BAD WEATHER, PARC NATIONAL DU GROS MORNE","49.4608","-57.525","NAD83","N.L.","T.-N.-L.","NEWFOUNDLAND - LABRADOR","TERRE-NEUVE - LABRADOR","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/NEWFOUNDLAND-AND-LABRADOR-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-NEWFOUNDLAND-TERRENEUVE-LABRADOR-2000-PRESENT.CSV"
"NF02YH0018","LOMOND RIVER AT ROUTE 431","RIVIÈRE LOMOND, AU NIVEAU DU PONT DE LA ROUTE 431","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","","","49.4019","-57.7303","NAD83","N.L.","T.-N.-L.","NEWFOUNDLAND - LABRADOR","TERRE-NEUVE - LABRADOR","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/NEWFOUNDLAND-AND-LABRADOR-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-NEWFOUNDLAND-TERRENEUVE-LABRADOR-2000-PRESENT.CSV"
"NF02YH0025","UNNAMED LAKE 1.5 KM EAST OF HARDING POND","LAC SANS NOM, À 1,5 KM DE L'ÉTANG HARDING","LAKE/LAC","","","49.5622","-57.7264","NAD83","N.L.","T.-N.-L.","NEWFOUNDLAND - LABRADOR","TERRE-NEUVE - LABRADOR","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/NEWFOUNDLAND-AND-LABRADOR-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-NEWFOUNDLAND-TERRENEUVE-LABRADOR-2000-PRESENT.CSV"
"NF02YH0026","UNNAMED POND, 3 KM NORTH-EAST OF KILLDEVIL HILL","ÉTANG SANS NOM, À 3 KM AU NORD-EST DU MONT KILLDEVIL","POND/ÉTANG","UNNAMED POND, 3 KM NORTH-EAST OF KILLDEVIL HILL, GROS MORNE NATIONAL PARK","ÉTANG SANS NOM, À 3 KM AU NORD-EST DU MONT KILLDEVIL, PARC NATIONAL DU GROS MORNE","49.5236","-57.7111","NAD83","N.L.","T.-N.-L.","NEWFOUNDLAND - LABRADOR","TERRE-NEUVE - LABRADOR","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/NEWFOUNDLAND-AND-LABRADOR-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-NEWFOUNDLAND-TERRENEUVE-LABRADOR-2000-PRESENT.CSV"
"NF02YJ0004","PINCHGUT BROOK AT TCH","RUISSEAU PINCHGUT, AU PONT DE LA ROUTE TRANSCANADIENNE","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","","","48.7975","-58.0619","NAD83","N.L.","T.-N.-L.","NEWFOUNDLAND - LABRADOR","TERRE-NEUVE - LABRADOR","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/NEWFOUNDLAND-AND-LABRADOR-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-NEWFOUNDLAND-TERRENEUVE-LABRADOR-2000-PRESENT.CSV"
"NF02YK0022","HUMBER CANAL AT MAIN DAM ROAD","CANAL HUMBER, AU-DESSUS DU CHEMIN MAIN DAM","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","HUMBER CANAL, TOP AU MAIN DAM ROAD, TOWN OF DEER LAKE","CANAL HUMBER, AU-DESSUS DU CHEMIN MAIN DAM, VILLE DE DEER LAKE","49.1661","-57.4156","NAD83","N.L.","T.-N.-L.","NEWFOUNDLAND - LABRADOR","TERRE-NEUVE - LABRADOR","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/NEWFOUNDLAND-AND-LABRADOR-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-NEWFOUNDLAND-TERRENEUVE-LABRADOR-2000-PRESENT.CSV"
"NF02YL0011","HUMBER RIVER AT LITTLE FALLS BRIDGE","RIVIÈRE HUMBER, AU PONT DE LITTLE FALLS","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","HUMBER RIVER AT LITTLE FALLS BRIDGE, ROUTE 422, SQUIRES MEMORIAL PROVINCIAL PARK","RIVIÈRE HUMBER, AU PONT DE LITTLE FALLS, ROUTE 422, PARC PROVINCIAL SQUIRES MEMORIAL","49.3483","-57.2353","NAD83","N.L.","T.-N.-L.","NEWFOUNDLAND - LABRADOR","TERRE-NEUVE - LABRADOR","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/NEWFOUNDLAND-AND-LABRADOR-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-NEWFOUNDLAND-TERRENEUVE-LABRADOR-2000-PRESENT.CSV"
"NF02YL0012","HUMBER RIVER AT HUMBER VILLAGE BRIDGE","RIVIÈRE HUMBER, AU PONT DE HUMBER VILLAGE","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","","","48.9836","-57.7611","NAD83","N.L.","T.-N.-L.","NEWFOUNDLAND - LABRADOR","TERRE-NEUVE - LABRADOR","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/NEWFOUNDLAND-AND-LABRADOR-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-NEWFOUNDLAND-TERRENEUVE-LABRADOR-2000-PRESENT.CSV"
"NF02YL0013","CORNER BROOK AT MARGARET BOWATER PARK","RUISSEAU CORNER AU PONT, PROMENADE O'CONNELL","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","CORNER BROOK AT BRIDGE, O'CONNELL DRIVE, CORNER BROOK","RUISSEAU CORNER, AU PONT SUR LA PROMENADE O'CONNELL, À CORNER BROOK","48.9444","-57.9367","NAD83","N.L.","T.-N.-L.","NEWFOUNDLAND - LABRADOR","TERRE-NEUVE - LABRADOR","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/NEWFOUNDLAND-AND-LABRADOR-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-NEWFOUNDLAND-TERRENEUVE-LABRADOR-2000-PRESENT.CSV"
"NF02YL0029","WILD COVE BROOK AT ROUTE 440","RUISSEAU WILD COVE, À UN PONCEAU SUR LA ROUTE 440","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","","","48.9744","-57.8839","NAD83","N.L.","T.-N.-L.","NEWFOUNDLAND - LABRADOR","TERRE-NEUVE - LABRADOR","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/NEWFOUNDLAND-AND-LABRADOR-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-NEWFOUNDLAND-TERRENEUVE-LABRADOR-2000-PRESENT.CSV"
"NF02YL0035","WILD COVE BROOK 1.7 KM UPSTREAM OF ROUTE 440","RUISSEAU WILD COVE, À 1,7 KM EN AMONT DE LA ROUTE 440","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","WILD COVE BROOK AT CONFLUENCE WITH UNNAMED TRIBUTARY, 1.7 KM UPSTREAM OF ROUTE 440, NEWFOUNDLAND","RUISSEAU WILD COVE, AU NIVEAU DE LA CONFLUENCE AVEC UN AFFLUENT SANS NOM, À 1,7 KM EN AMONT DE LA ROUTE 440, TERRE-NEUVE","48.9778","-57.8664","NAD83","N.L.","T.-N.-L.","NEWFOUNDLAND - LABRADOR","TERRE-NEUVE - LABRADOR","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/NEWFOUNDLAND-AND-LABRADOR-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-NEWFOUNDLAND-TERRENEUVE-LABRADOR-2000-PRESENT.CSV"
"NF02YL0106","SOUTH BROOK AT PASADENA BEACH","RUISSEAU SOUTH BROOK À LA PLAGE PASADENA","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","THIS IS A WATER QUALITY MANAGEMENT AGREEMENT STATION AT THE MOUTH OF SOUTH BROOK JUST UPSTREAM FROM DEER LAKE. SAMPLES ARE COLLECTED FROM THE EAST BANK APPROXIMATELY 150 M UPSTREAM FROM DEER LAKE.","CECI EST UNE STATION DE LA CONVENTION DE GESTION DE LA QUALITÉ DE L'EAU À L'EMBOUCHURE DE SOUTH BROOK JUSTE EN AMONT DE DEER LAKE. LES ÉCHANTILLONS SONT PRÉLEVÉS À PARTIR DE LA RIVE EST À ENVIRON 150 M EN AMONT DE DEER LAKE.","49.0212","-57.6118","WGS84","N.L.","T.-N.-L.","NEWFOUNDLAND - LABRADOR","TERRE-NEUVE - LABRADOR","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/NEWFOUNDLAND-AND-LABRADOR-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-NEWFOUNDLAND-TERRENEUVE-LABRADOR-2000-PRESENT.CSV"
"NF02YN0001","LLOYDS RIVER AT ROUTE 480","RIVIÈRE LLOYDS, AU PONT DE LA ROUTE 480, CHEMIN BURGEO","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","","","48.3044","-57.7186","NAD83","N.L.","T.-N.-L.","NEWFOUNDLAND - LABRADOR","TERRE-NEUVE - LABRADOR","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/NEWFOUNDLAND-AND-LABRADOR-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-NEWFOUNDLAND-TERRENEUVE-LABRADOR-2000-PRESENT.CSV"
